village,district,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Chak Dharna,Azamgarh,194990,village,DIDARGANJ ROAD,5.34,ICD Lucknow,203.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.82,Lal Bahadur Shastri International Airport (VNS),64.59,Sunauli ICP,165.31
Rampur Khurd,Azamgarh,194942,village,KHORASON ROAD,3.75,ICD Lucknow,204.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.41,Lal Bahadur Shastri International Airport (VNS),65.94,Sunauli ICP,162.97
Basahi Asharafpur,Azamgarh,194804,village,DIDARGANJ ROAD,2.51,ICD Lucknow,196.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.52,Lal Bahadur Shastri International Airport (VNS),71.01,Sunauli ICP,161.27
Bhedia,Azamgarh,194986,village,DIDARGANJ ROAD,3.97,ICD Lucknow,200.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.97,Lal Bahadur Shastri International Airport (VNS),65.82,Sunauli ICP,165.01
Mahmood Pur,Azamgarh,195026,village,KHANJA HALT,5.86,ICD Lucknow,197.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.18,Lal Bahadur Shastri International Airport (VNS),64.21,Sunauli ICP,169.28
Kaneri,Azamgarh,194968,village,KHORASON ROAD,2.03,ICD Lucknow,205.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.1,Lal Bahadur Shastri International Airport (VNS),67.29,Sunauli ICP,161.24
Kasimpur,Azamgarh,194825,village,DIDARGANJ ROAD,1.54,ICD Lucknow,200.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.98,Lal Bahadur Shastri International Airport (VNS),68.23,Sunauli ICP,162.59
Dhaurahara Shri Kishun,Azamgarh,194912,village,KHANJA HALT,3.28,ICD Lucknow,197.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.46,Lal Bahadur Shastri International Airport (VNS),67.73,Sunauli ICP,164.81
Shahraja,Azamgarh,194729,village,DIDARGANJ ROAD,7.1,ICD Lucknow,196.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.08,Lal Bahadur Shastri International Airport (VNS),76.84,Sunauli ICP,154.85
Sattarpur,Azamgarh,194716,village,DIDARGANJ ROAD,8.73,ICD Lucknow,195.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,676.64,Lal Bahadur Shastri International Airport (VNS),78.49,Sunauli ICP,153.75
Shekhwaliya,Azamgarh,195029,village,SHAHGANJ JN,5.28,ICD Lucknow,195.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,674.21,Lal Bahadur Shastri International Airport (VNS),64.99,Sunauli ICP,169.83
Padriyanw,Azamgarh,194998,village,DIDARGANJ ROAD,6.0,ICD Lucknow,202.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.84,Lal Bahadur Shastri International Airport (VNS),63.79,Sunauli ICP,166.3
Bahauddinpur,Azamgarh,194749,village,KHANJA HALT,8.48,ICD Lucknow,192.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,678.73,Lal Bahadur Shastri International Airport (VNS),77.95,Sunauli ICP,155.87
Kheta Patti,Azamgarh,195048,village,KHETA SARAI,8.26,ICD Lucknow,199.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.29,Lal Bahadur Shastri International Airport (VNS),60.65,Sunauli ICP,171.87
Patti Rupadhar,Azamgarh,194742,village,DIDARGANJ ROAD,3.37,ICD Lucknow,197.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.6,Lal Bahadur Shastri International Airport (VNS),73.06,Sunauli ICP,158.71
Maner Khurd,Azamgarh,194744,village,DIDARGANJ ROAD,3.73,ICD Lucknow,197.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.57,Lal Bahadur Shastri International Airport (VNS),73.48,Sunauli ICP,158.17
Dhaurahara Taupheer,Azamgarh,194909,village,KHANJA HALT,2.4,ICD Lucknow,196.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.43,Lal Bahadur Shastri International Airport (VNS),67.98,Sunauli ICP,165.17
Shahdullah Pur,Azamgarh,194789,village,KHANJA HALT,4.69,ICD Lucknow,191.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,679.28,Lal Bahadur Shastri International Airport (VNS),74.7,Sunauli ICP,160.63
Pura Nazir,Azamgarh,194936,village,DIDARGANJ ROAD,3.5,ICD Lucknow,202.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.6,Lal Bahadur Shastri International Airport (VNS),67.18,Sunauli ICP,162.56
Kaithauli,Azamgarh,195040,village,KHETA SARAI,6.3,ICD Lucknow,196.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.43,Lal Bahadur Shastri International Airport (VNS),62.03,Sunauli ICP,172.46
Rammopur,Azamgarh,194914,village,DIDARGANJ ROAD,4.15,ICD Lucknow,199.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,670.05,Lal Bahadur Shastri International Airport (VNS),65.99,Sunauli ICP,165.45
Bairag Dih,Azamgarh,195020,village,SHAHGANJ JN,3.49,ICD Lucknow,193.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,676.0,Lal Bahadur Shastri International Airport (VNS),66.16,Sunauli ICP,169.74
Ban Rahia,Azamgarh,194848,village,KHORASON ROAD,8.52,ICD Lucknow,204.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.19,Lal Bahadur Shastri International Airport (VNS),77.42,Sunauli ICP,150.73
Gaharaulia,Azamgarh,194783,village,KHANJA HALT,5.59,ICD Lucknow,188.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,681.3,Lal Bahadur Shastri International Airport (VNS),73.66,Sunauli ICP,163.85
Mohiuddinpur,Azamgarh,195038,village,SHAHGANJ JN,6.7,ICD Lucknow,196.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.83,Lal Bahadur Shastri International Airport (VNS),63.11,Sunauli ICP,171.3
Mudwar,Azamgarh,194934,village,DIDARGANJ ROAD,3.01,ICD Lucknow,201.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.36,Lal Bahadur Shastri International Airport (VNS),67.03,Sunauli ICP,163.15
Chhangan Pur,Azamgarh,194994,village,KHORASON ROAD,5.97,ICD Lucknow,206.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,663.93,Lal Bahadur Shastri International Airport (VNS),63.51,Sunauli ICP,165.17
Miyanpur,Azamgarh,194975,village,KHORASON ROAD,4.6,ICD Lucknow,204.65,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.49,Lal Bahadur Shastri International Airport (VNS),65.29,Sunauli ICP,163.79
Pura Dular,Azamgarh,194928,village,KHORASON ROAD,2.62,ICD Lucknow,203.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.15,Lal Bahadur Shastri International Airport (VNS),68.14,Sunauli ICP,161.18
Anjan Sahid,Azamgarh,194940,village,KHORASON ROAD,3.73,ICD Lucknow,203.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.7,Lal Bahadur Shastri International Airport (VNS),66.77,Sunauli ICP,162.6
Bibi Ganj,Azamgarh,194921,village,KHANJA HALT,3.43,ICD Lucknow,195.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.86,Lal Bahadur Shastri International Airport (VNS),66.66,Sunauli ICP,167.26
Bahauddinpur,Azamgarh,194830,village,KHORASON ROAD,2.86,ICD Lucknow,202.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.43,Lal Bahadur Shastri International Airport (VNS),69.74,Sunauli ICP,159.88
Teunga,Azamgarh,194957,village,KHORASON ROAD,1.93,ICD Lucknow,205.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.13,Lal Bahadur Shastri International Airport (VNS),71.02,Sunauli ICP,157.31
Chakdin Shukal,Azamgarh,194919,village,KHANJA HALT,3.04,ICD Lucknow,196.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.54,Lal Bahadur Shastri International Airport (VNS),67.0,Sunauli ICP,166.55
Mishraulia,Azamgarh,194843,village,KHORASON ROAD,8.81,ICD Lucknow,202.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,670.34,Lal Bahadur Shastri International Airport (VNS),78.07,Sunauli ICP,150.87
Pura Govind,Azamgarh,194882,village,DIDARGANJ ROAD,3.98,ICD Lucknow,200.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,670.82,Lal Bahadur Shastri International Airport (VNS),72.78,Sunauli ICP,157.44
Samaisa,Azamgarh,194725,village,DIDARGANJ ROAD,7.52,ICD Lucknow,198.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.3,Lal Bahadur Shastri International Airport (VNS),76.82,Sunauli ICP,153.85
Palthi,Azamgarh,195016,village,DIDARGANJ ROAD,8.04,ICD Lucknow,201.06,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.33,Lal Bahadur Shastri International Airport (VNS),62.17,Sunauli ICP,169.24
Lakhamapur,Azamgarh,194790,village,KHANJA HALT,4.05,ICD Lucknow,192.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,678.02,Lal Bahadur Shastri International Airport (VNS),74.05,Sunauli ICP,160.52
Tikuria,Azamgarh,194877,village,DIDARGANJ ROAD,3.46,ICD Lucknow,198.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.32,Lal Bahadur Shastri International Airport (VNS),73.08,Sunauli ICP,157.92
Khajuria,Azamgarh,194780,village,BILWAI,4.28,ICD Lucknow,187.41,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,682.63,Lal Bahadur Shastri International Airport (VNS),75.05,Sunauli ICP,163.09
Gobaraha,Azamgarh,194967,village,KHORASON ROAD,1.81,ICD Lucknow,206.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,664.47,Lal Bahadur Shastri International Airport (VNS),67.54,Sunauli ICP,160.68
Bhaderiya,Azamgarh,194984,village,DIDARGANJ ROAD,3.59,ICD Lucknow,202.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.85,Lal Bahadur Shastri International Airport (VNS),66.5,Sunauli ICP,163.53
Burhapur Badal,Azamgarh,194926,village,DIDARGANJ ROAD,2.81,ICD Lucknow,202.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.29,Lal Bahadur Shastri International Airport (VNS),67.67,Sunauli ICP,162.33
Chamawan,Azamgarh,194927,village,KHORASON ROAD,3.25,ICD Lucknow,202.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.72,Lal Bahadur Shastri International Airport (VNS),68.16,Sunauli ICP,161.43
Gokhawal,Azamgarh,194709,village,DIDARGANJ ROAD,11.05,ICD Lucknow,192.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,679.09,Lal Bahadur Shastri International Airport (VNS),80.71,Sunauli ICP,152.52
Naharpur,Azamgarh,194738,village,DIDARGANJ ROAD,5.67,ICD Lucknow,194.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,676.17,Lal Bahadur Shastri International Airport (VNS),74.88,Sunauli ICP,158.06
Dih Kaithauli,Azamgarh,195042,village,KHETA SARAI,6.78,ICD Lucknow,197.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,671.53,Lal Bahadur Shastri International Airport (VNS),61.65,Sunauli ICP,172.26
Sangrampur,Azamgarh,195045,village,KHANJA HALT,9.19,ICD Lucknow,200.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.35,Lal Bahadur Shastri International Airport (VNS),61.04,Sunauli ICP,170.7
Bhat Purwa,Azamgarh,195015,village,KHANJA HALT,7.93,ICD Lucknow,199.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.55,Lal Bahadur Shastri International Airport (VNS),62.21,Sunauli ICP,170.01
Tiwaria Kalan,Azamgarh,194888,village,KHORASON ROAD,5.43,ICD Lucknow,204.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.49,Lal Bahadur Shastri International Airport (VNS),74.5,Sunauli ICP,153.83
Phattepur,Azamgarh,195043,village,KHETA SARAI,7.63,ICD Lucknow,198.49,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,670.62,Lal Bahadur Shastri International Airport (VNS),61.47,Sunauli ICP,171.78
Katra Noorpur,Azamgarh,194976,village,KHORASON ROAD,4.53,ICD Lucknow,205.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,664.48,Lal Bahadur Shastri International Airport (VNS),64.93,Sunauli ICP,163.75
Hajipur Kudarat,Azamgarh,194802,village,KHANJA HALT,1.84,ICD Lucknow,194.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.69,Lal Bahadur Shastri International Airport (VNS),71.38,Sunauli ICP,162.33
Hathanaura Kalan,Azamgarh,194953,village,DIDARGANJ ROAD,3.52,ICD Lucknow,201.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.42,Lal Bahadur Shastri International Airport (VNS),71.27,Sunauli ICP,158.55
Jhakaha,Azamgarh,194954,village,KHORASON ROAD,2.53,ICD Lucknow,202.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.36,Lal Bahadur Shastri International Airport (VNS),70.87,Sunauli ICP,158.5
Puranar Singh,Azamgarh,194755,village,KHANJA HALT,5.59,ICD Lucknow,189.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,680.61,Lal Bahadur Shastri International Airport (VNS),75.38,Sunauli ICP,160.81
Sadarpur,Azamgarh,195039,village,KHETA SARAI,6.72,ICD Lucknow,196.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.8,Lal Bahadur Shastri International Airport (VNS),62.62,Sunauli ICP,171.96
Malgawan,Azamgarh,194987,village,DIDARGANJ ROAD,4.56,ICD Lucknow,201.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.12,Lal Bahadur Shastri International Airport (VNS),65.2,Sunauli ICP,165.28
Singarpur,Azamgarh,194985,village,DIDARGANJ ROAD,4.63,ICD Lucknow,203.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.93,Lal Bahadur Shastri International Airport (VNS),65.58,Sunauli ICP,164.16
Charauwan,Azamgarh,195004,village,DIDARGANJ ROAD,5.09,ICD Lucknow,200.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.17,Lal Bahadur Shastri International Airport (VNS),64.89,Sunauli ICP,166.29
Ishapur,Azamgarh,194996,village,DIDARGANJ ROAD,5.83,ICD Lucknow,203.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.01,Lal Bahadur Shastri International Airport (VNS),64.37,Sunauli ICP,165.14
Gaddopur,Azamgarh,194989,village,DIDARGANJ ROAD,5.19,ICD Lucknow,202.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.77,Lal Bahadur Shastri International Airport (VNS),64.56,Sunauli ICP,165.87
Ali Nagar,Azamgarh,194761,village,BILWAI,4.22,ICD Lucknow,186.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,684.55,Lal Bahadur Shastri International Airport (VNS),80.31,Sunauli ICP,157.36
Kachhara,Azamgarh,194708,village,BILWAI,7.47,ICD Lucknow,189.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,681.53,Lal Bahadur Shastri International Airport (VNS),79.54,Sunauli ICP,155.87
Chak Amanshah Or Chak Unchasha,Azamgarh,194859,village,KHORASON ROAD,5.03,ICD Lucknow,206.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.55,Lal Bahadur Shastri International Airport (VNS),73.35,Sunauli ICP,154.41
Khan Jahanpur,Azamgarh,194899,village,KHANJA HALT,1.37,ICD Lucknow,193.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,676.79,Lal Bahadur Shastri International Airport (VNS),70.14,Sunauli ICP,164.85
Alampur,Azamgarh,194823,village,DIDARGANJ ROAD,1.48,ICD Lucknow,200.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.98,Lal Bahadur Shastri International Airport (VNS),69.92,Sunauli ICP,160.49
Shudanipur,Azamgarh,194963,village,KHORASON ROAD,0.68,ICD Lucknow,204.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.24,Lal Bahadur Shastri International Airport (VNS),69.04,Sunauli ICP,159.68
Hajipur Mo Alampur,Azamgarh,194808,village,DIDARGANJ ROAD,1.46,ICD Lucknow,198.17,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.1,Lal Bahadur Shastri International Airport (VNS),69.64,Sunauli ICP,162.11
Sehatpur,Azamgarh,194737,village,DIDARGANJ ROAD,6.63,ICD Lucknow,194.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,676.89,Lal Bahadur Shastri International Airport (VNS),75.89,Sunauli ICP,157.26
Pura Chittoo,Azamgarh,194857,village,KHORASON ROAD,7.43,ICD Lucknow,206.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.81,Lal Bahadur Shastri International Airport (VNS),75.54,Sunauli ICP,152.01
Dab Daba,Azamgarh,194879,village,DIDARGANJ ROAD,2.35,ICD Lucknow,197.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.11,Lal Bahadur Shastri International Airport (VNS),71.92,Sunauli ICP,159.85
Taini,Azamgarh,194741,village,DIDARGANJ ROAD,4.39,ICD Lucknow,196.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,674.49,Lal Bahadur Shastri International Airport (VNS),74.03,Sunauli ICP,158.04
Kandhia,Azamgarh,194751,village,KHANJA HALT,6.64,ICD Lucknow,192.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,678.23,Lal Bahadur Shastri International Airport (VNS),76.28,Sunauli ICP,157.7
Dighiya,Azamgarh,194983,village,DIDARGANJ ROAD,3.55,ICD Lucknow,201.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.87,Lal Bahadur Shastri International Airport (VNS),66.21,Sunauli ICP,164.46
Bhaisaha,Azamgarh,194872,village,KHORASON ROAD,5.26,ICD Lucknow,201.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,670.41,Lal Bahadur Shastri International Airport (VNS),74.01,Sunauli ICP,155.74
Mangana,Azamgarh,194794,village,KHANJA HALT,3.99,ICD Lucknow,191.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,678.61,Lal Bahadur Shastri International Airport (VNS),74.02,Sunauli ICP,161.02
Chak Amanabad,Azamgarh,194906,village,KHANJA HALT,2.41,ICD Lucknow,193.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.7,Lal Bahadur Shastri International Airport (VNS),68.27,Sunauli ICP,166.54
Chak Chakiya,Azamgarh,195005,village,DIDARGANJ ROAD,5.98,ICD Lucknow,200.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.05,Lal Bahadur Shastri International Airport (VNS),64.12,Sunauli ICP,167.21
Koni,Azamgarh,194797,village,KHANJA HALT,3.93,ICD Lucknow,190.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,679.65,Lal Bahadur Shastri International Airport (VNS),72.58,Sunauli ICP,163.89
Katar,Azamgarh,194901,village,SHAHGANJ JN,3.22,ICD Lucknow,192.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,677.38,Lal Bahadur Shastri International Airport (VNS),68.66,Sunauli ICP,167.42
Aspatpur,Azamgarh,194969,village,KHORASON ROAD,3.54,ICD Lucknow,206.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,663.5,Lal Bahadur Shastri International Airport (VNS),65.77,Sunauli ICP,162.34
Andhipur,Azamgarh,194805,village,DIDARGANJ ROAD,1.32,ICD Lucknow,198.24,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.28,Lal Bahadur Shastri International Airport (VNS),70.9,Sunauli ICP,160.62
Chaukia,Azamgarh,194786,village,SHAHGANJ JN,4.98,ICD Lucknow,187.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,682.09,Lal Bahadur Shastri International Airport (VNS),73.29,Sunauli ICP,165.13
Kudiyari,Azamgarh,195031,village,SHAHGANJ JN,5.58,ICD Lucknow,195.23,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,673.93,Lal Bahadur Shastri International Airport (VNS),64.07,Sunauli ICP,170.88
Bihata,Azamgarh,195002,village,DIDARGANJ ROAD,6.52,ICD Lucknow,202.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,666.93,Lal Bahadur Shastri International Airport (VNS),63.24,Sunauli ICP,167.03
Noniya Dih,Azamgarh,194948,village,KHORASON ROAD,3.37,ICD Lucknow,202.2,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.95,Lal Bahadur Shastri International Airport (VNS),72.09,Sunauli ICP,157.32
Dakhin Gawa,Azamgarh,194880,village,DIDARGANJ ROAD,2.49,ICD Lucknow,198.33,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,672.45,Lal Bahadur Shastri International Airport (VNS),72.24,Sunauli ICP,159.03
Sadarpur Barauli,Azamgarh,194958,village,KHORASON ROAD,1.87,ICD Lucknow,205.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.39,Lal Bahadur Shastri International Airport (VNS),70.54,Sunauli ICP,157.57
Salarpur,Azamgarh,194701,village,BILWAI,8.91,ICD Lucknow,189.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,681.93,Lal Bahadur Shastri International Airport (VNS),81.34,Sunauli ICP,153.76
Pahijan Rampur,Azamgarh,194847,village,KHORASON ROAD,8.92,ICD Lucknow,204.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,667.7,Lal Bahadur Shastri International Airport (VNS),77.62,Sunauli ICP,150.32
Para,Azamgarh,194851,village,KHORASON ROAD,7.58,ICD Lucknow,203.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,669.24,Lal Bahadur Shastri International Airport (VNS),76.8,Sunauli ICP,151.89
Rajjakpur,Azamgarh,194721,village,DIDARGANJ ROAD,8.13,ICD Lucknow,195.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,675.82,Lal Bahadur Shastri International Airport (VNS),77.88,Sunauli ICP,154.01
