station_code,station_name,category,zone,division,state,total_passengers,total_revenue,source_url
RRW,RORAN WALA,NSG6,NR,FZR,Punjab,118763,3008936,https://railway-stations-classification.pages.dev/
RS,Risia,NSG6,NER,LJN,Uttar Pradesh,106302,3031260,https://railway-stations-classification.pages.dev/
RSA,Risama,NSG6,SECR,R,Chhattisgarh,37321,595920,https://railway-stations-classification.pages.dev/
RSG,Ramsagar,NSG6,SER,ADRA,West Bengal,69828,1822825,https://railway-stations-classification.pages.dev/
RSH,RATANSHAHAR,NSG6,NWR,JAIPUR,Rajasthan,143993,6328971,https://railway-stations-classification.pages.dev/
RSI,RAISI,NSG6,NR,MB,Uttarakhand,17290,555335,https://railway-stations-classification.pages.dev/
RSKA,RAJSUNAKHALA,NSG6,ECoR,KUR,Odisha,86205,2254825,https://railway-stations-classification.pages.dev/
RSM,Rasmara,NSG6,SECR,NGP,Chhattisgarh,52187,1120632,https://railway-stations-classification.pages.dev/
RSNR,RAI SINGH NAGAR,NSG5,NWR,BKN,Rajasthan,619333,45535582,https://railway-stations-classification.pages.dev/
RSR,Rasra,NSG5,NER,BSB,Uttar Pradesh,441005,63235144,https://railway-stations-classification.pages.dev/
RSWT,RAMGARH SHEKHAWATI,NSG6,NWR,JAIPUR,Rajasthan,144909,4240195,https://railway-stations-classification.pages.dev/
RT,ROHAT,NSG6,NWR,JU,Rajasthan,5612,251805,https://railway-stations-classification.pages.dev/
RTA,RUTHIYAI,NSG5,WCR,BPL,Madhya Pradesh,510474,66889074,https://railway-stations-classification.pages.dev/
RTB,Raja Talab,NSG6,NER,BSB,Uttar Pradesh,21527,672740,https://railway-stations-classification.pages.dev/
RTG,Rangtonk,NSG6,NFR,KIR,West Bengal,0,0,https://railway-stations-classification.pages.dev/
RTGH,RATANAGARH JN,NSG4,NWR,BKN,Rajasthan,1129247,151904630,https://railway-stations-classification.pages.dev/
RTI,Raoti,NSG6,WR,RATLAM,Madhya Pradesh,61151,3460347,https://railway-stations-classification.pages.dev/
RTJ,Rantej,NSG6,WR,AHMEDABAD,Gujarat,0,0,https://railway-stations-classification.pages.dev/
RTK,Ramtek,NSG4,SECR,NGP,Maharashtra,27245,450381,https://railway-stations-classification.pages.dev/
RTM,Ratlam,NSG2,WR,RATLAM,Madhya Pradesh,5204620,1017614191,https://railway-stations-classification.pages.dev/
RTN,RETANG,NSG6,ECoR,KUR,Odisha,77947,951140,https://railway-stations-classification.pages.dev/
RTP,Ratanpura,NSG6,NER,BSB,Uttar Pradesh,95545,7361793,https://railway-stations-classification.pages.dev/
RTR,Ramnathpur,NSG6,NER,BSB,Uttar Pradesh,16852,545680,https://railway-stations-classification.pages.dev/
RTRA,Ramnathpur,NSG6,NFR,LMG,Assam,12750,243940,https://railway-stations-classification.pages.dev/
RTU,Ratansarai,NSG6,NER,BSB,Bihar,111694,4169248,https://railway-stations-classification.pages.dev/
RTWS,RAHATWAS,NSG6,WCR,BPL,Madhya Pradesh,19119,595750,https://railway-stations-classification.pages.dev/
RU,RENIGUNTA Jn,NSG2,SCR,GTL,Andhra Pradesh,3364805,1310355167,https://railway-stations-classification.pages.dev/
RUB,RASULABAD,NSG6,NCR,PRYJ,Uttar Pradesh,19354,683465,https://railway-stations-classification.pages.dev/
RUI,Rukni,NSG6,SER,ADRA,West Bengal,228114,4358523,https://railway-stations-classification.pages.dev/
RUJ,Ranuj,NSG6,WR,AHMEDABAD,Gujarat,94626,834670,https://railway-stations-classification.pages.dev/
RUL,ROULI,NSG6,ECoR,WAT,Odisha,237,16930,https://railway-stations-classification.pages.dev/
RUM,RUPAMAU,NSG6,NR,LKO,Uttar Pradesh,1055,44790,https://railway-stations-classification.pages.dev/
RUP,Rupaigaon,NSG6,NFR,LMG,Assam,32947,688885,https://railway-stations-classification.pages.dev/
RUPC,Rudrapur city,NSG4,NER,IZN,Uttarakhand,666812,155739778,https://railway-stations-classification.pages.dev/
RUR,Ranpur,NSG6,WR,BHAVNAGAR,Gujarat,310213,8959614,https://railway-stations-classification.pages.dev/
RURA,RURA,NSG5,NCR,PRYJ,Uttar Pradesh,576391,27479320,https://railway-stations-classification.pages.dev/
RUSD,Runni Saidpur,NSG6,ECR,SPJ,Bihar,15179,499694,https://railway-stations-classification.pages.dev/
RV,Raver,NSG5,CR,BSL,Maharashtra,226856,18989929,https://railway-stations-classification.pages.dev/
RVK,Raja Bhat Khawa,NSG6,NFR,APDJ,West Bengal,8415,582608,https://railway-stations-classification.pages.dev/
RVKH,RAVINDRAKHANI,NSG6,SCR,SC,Telangana,141809,9273385,https://railway-stations-classification.pages.dev/
RVS,Ravanasamudram (FLAG),NSG6,SR,MDU,Tamil Nadu,83171,2139865,https://railway-stations-classification.pages.dev/
RWA,Rautara,NSG6,NFR,KIR,Bihar,52655,1192450,https://railway-stations-classification.pages.dev/
RWJ,RAWANJNA DUNGAR,NSG6,WCR,KOTA,Rajasthan,45078,1828812,https://railway-stations-classification.pages.dev/
RWL,RAIWALA JN,NSG5,NR,MB,Uttarakhand,183989,35814540,https://railway-stations-classification.pages.dev/
RWO,Ranavav,NSG6,WR,BHAVNAGAR,Gujarat,108093,7097005,https://railway-stations-classification.pages.dev/
RWTB,Rowta Bagan,NSG6,NFR,RNY,Assam,150255,5236278,https://railway-stations-classification.pages.dev/
RXL,Raxaul,NSG3,ECR,SPJ,Bihar,1689572,394567123,https://railway-stations-classification.pages.dev/
RXM,ROOMA,NSG6,NCR,PRYJ,Uttar Pradesh,1678,60750,https://railway-stations-classification.pages.dev/
RXN,RAMSAN,NSG6,,JU,Gujarat,8942,441605,https://railway-stations-classification.pages.dev/
RXR,Rangapahar,NSG6,NFR,LMG,Nagaland,3151,106000,https://railway-stations-classification.pages.dev/
RXRX,Rangaphar Crossing,NSG6,NFR,LMG,Nagaland,1,10,https://railway-stations-classification.pages.dev/
RY,Rayaka,NSG6,WR,BHAVNAGAR,Gujarat,16354,379655,https://railway-stations-classification.pages.dev/
RYC,RAYAKKOTTAI,NSG6,SWR,SBC,TAMIL NADU,61458,1938585,https://railway-stations-classification.pages.dev/
RYP,RAYANAPADU,NSG5,SCR,BZA,Andhra Pradesh,34230,12180959,https://railway-stations-classification.pages.dev/
RYS,RASUIYA,NSG6,NR,MB,Uttar Pradesh,92,3390,https://railway-stations-classification.pages.dev/
RZN,RAUZAGAON,NSG6,NR,LKO,Uttar Pradesh,5688,219885,https://railway-stations-classification.pages.dev/
S,Srirangapatna,NSG4,SWR,MYS,Karnataka,103527,2380745,https://railway-stations-classification.pages.dev/
SA,Salem jn,NSG2,SR,SA,Tamil Nadu,4493446,1272737947,https://railway-stations-classification.pages.dev/
SAA,Sathiaon,NSG6,NER,BSB,Uttar Pradesh,76017,4394864,https://railway-stations-classification.pages.dev/
SAB,SANTAMGULURU,NSG6,SCR,GNT,Andhra Pradesh,1633,80192,https://railway-stations-classification.pages.dev/
SAC,Sanichara,NSG6,NCR,JHS,Madhya Pradesh,25737,1408073,https://railway-stations-classification.pages.dev/
SAD,Sonada,NSG6,NFR,KIR,West Bengal,0,0,https://railway-stations-classification.pages.dev/
SADP,SAIDAPUR,NSG5,SCR,GTL,Karnataka,238070,38058566,https://railway-stations-classification.pages.dev/
SAG,SANGRUR,NSG5,NR,UMB,Punjab,375926,45525307,https://railway-stations-classification.pages.dev/
SAGM,SAGMA,NSG6,WCR,JBP,Madhya Pradesh,965,40140,https://railway-stations-classification.pages.dev/
SAGR,SRIRAJ NAGAR,NSG6,NR,LKO,Uttar Pradesh,0,0,https://railway-stations-classification.pages.dev/
SAHI,Sathi,NSG6,ECR,SPJ,Bihar,71244,3353335,https://railway-stations-classification.pages.dev/
SAHL,Saheli,NSG6,CR,NGP,Madhya Pradesh,0,0,https://railway-stations-classification.pages.dev/
SAI,Sarai,NSG6,ECR,SEE,Bihar,23876,599835,https://railway-stations-classification.pages.dev/
SAJH,Sahja Halt,NSG6,NFR,KIR,Bihar,70609,1627735,https://railway-stations-classification.pages.dev/
SAL,Salwa,NSG6,SECR,NGP,Maharashtra,6314,241772,https://railway-stations-classification.pages.dev/
SALE,SALAR,NSG5,ER,HWH,West Bengal,1548387,51713858,https://railway-stations-classification.pages.dev/
SAMN,Samani,NSG6,WR,VADODARA,Gujarat,0,0,https://railway-stations-classification.pages.dev/
SAMT,Salem market,NSG6,SR,SA,Tamil Nadu,56218,2041725,https://railway-stations-classification.pages.dev/
SAN,SANDILA,NSG5,NR,MB,Uttar Pradesh,500942,30638809,https://railway-stations-classification.pages.dev/
SANI,Shanki,NSG6,ECR,DHN,Jharkhand,6424,67980,https://railway-stations-classification.pages.dev/
SANK,Sank,NSG6,NCR,JHS,Madhya Pradesh,1660,77265,https://railway-stations-classification.pages.dev/
SANR,Sardarnagar,NSG6,NER,BSB,Uttar Pradesh,756,23180,https://railway-stations-classification.pages.dev/
SAO,SAGAONI,NSG6,WCR,JBP,Madhya Pradesh,49779,1716370,https://railway-stations-classification.pages.dev/
SAP,SATTENAPALLE,NSG4,SCR,GNT,Andhra Pradesh,609989,139056542,https://railway-stations-classification.pages.dev/
SAPR,Sarangpur Rd,NSG6,WR,BHAVNAGAR,Gujarat,18559,989525,https://railway-stations-classification.pages.dev/
SAR,SHAHZAD NAGAR,NSG6,NR,MB,Uttar Pradesh,7,665,https://railway-stations-classification.pages.dev/
SAS,"SHIVDASPURA
 PADAMPURA",NSG6,NWR,JAIPUR,Rajasthan,66592,3237239,https://railway-stations-classification.pages.dev/
SASG,Sasangir,NSG6,WR,BHAVNAGAR,Gujarat,30497,1014055,https://railway-stations-classification.pages.dev/
SASN,SAHIBZADA AJITSINGH,NSG5,NR,UMB,Punjab,366338,55352564,https://railway-stations-classification.pages.dev/
SASR,Sausar,NSG5,SECR,NGP,Madhya Pradesh,199228,11551651,https://railway-stations-classification.pages.dev/
SAT,Sant Road,NSG6,WR,RATLAM,Gujarat,15369,790240,https://railway-stations-classification.pages.dev/
SAU,Sanand,NSG6,WR,AHMEDABAD,Gujarat,16565,2429562,https://railway-stations-classification.pages.dev/
SAV,Savda,NSG6,CR,BSL,Maharashtra,37744,4112760,https://railway-stations-classification.pages.dev/
SAW,SURYAWAN,NSG5,NR,LKO,Uttar Pradesh,192233,35481217,https://railway-stations-classification.pages.dev/
SAWN,SOHANSRA,NSG6,NWR,BKN,Haryana,43044,1343100,https://railway-stations-classification.pages.dev/
SB,SARAI BHOPAT,NSG6,NCR,PRYJ,Uttar Pradesh,17475,675890,https://railway-stations-classification.pages.dev/
SBB,SAHIBABAD,NSG4P,NR,DLI,Uttar Pradesh,2110028,31013668,https://railway-stations-classification.pages.dev/
SBBJ,"SRI BALA BRAMESHWARA
 JOGULAMABA",NSG6,SCR,HYB,Telangana,113385,8289523,https://railway-stations-classification.pages.dev/
SBC,KSR BENGALURU,NSG1,SWR,SBC,Karnataka,24802455,8037654913,https://railway-stations-classification.pages.dev/
SBD,SLEEMANABAD RAOD,NSG6,WCR,JBP,Madhya Pradesh,172493,5260654,https://railway-stations-classification.pages.dev/
SBDP,Sabdalpur Jn,NSG6,ECR,SEE,Bihar,53926,1423440,https://railway-stations-classification.pages.dev/
SBDR,SONBHADRA,NSG5,NCR,PRYJ,Uttar Pradesh,98297,23289047,https://railway-stations-classification.pages.dev/
SBE,Sorbhog,NSG6,NFR,RNY,Assam,143599,6074865,https://railway-stations-classification.pages.dev/
SBG,SAHIBGANJ,NSG4,ER,MALDA,Jharkhand,1326965,144796917,https://railway-stations-classification.pages.dev/
SBGA,SHRAVANABELAGOLA,NSG5,SWR,SBC,Karnataka,113300,10210420,https://railway-stations-classification.pages.dev/
SBGB,Sutei Badagan,NSG6,SER,KGP,Odisha,3337,42960,https://railway-stations-classification.pages.dev/
SBH,SULEBHAVI,NSG6,SWR,UBL,Karnataka,12395,507530,https://railway-stations-classification.pages.dev/
SBHR,SubramanyaRoad,NSG4,SWR,MYS,Karnataka,582652,117797106,https://railway-stations-classification.pages.dev/
SBIB,Sabarmati (BG),NSG2,WR,AHMEDABAD,Gujarat,2758555,1216302800,https://railway-stations-classification.pages.dev/
SBJ,SARAI BANJARA,NSG6,NR,UMB,Punjab,12187,367375,https://railway-stations-classification.pages.dev/
SBL,Sabalgarh,NSG6,NCR,JHS,Madhya Pradesh,0,0,https://railway-stations-classification.pages.dev/
SBLJ,SHRI BALAJI,NSG6,NWR,JU,Rajasthan,2128,139180,https://railway-stations-classification.pages.dev/
SBLT,SHRIBHADRIYA LATHI,NSG6,NWR,JU,Rajasthan,4337,276130,https://railway-stations-classification.pages.dev/
SBM,Sonbarsa Kachahari,NSG6,ECR,SPJ,Bihar,49695,1224255,https://railway-stations-classification.pages.dev/
SBNR,SRI VIJAINAGAR,NSG6,NWR,BKN,Rajasthan,236882,8737055,https://railway-stations-classification.pages.dev/
SBO,SABOUR,NSG6,ER,MALDA,Bihar,235295,6862016,https://railway-stations-classification.pages.dev/
SBP,SAMBALPUR,NSG3,ECoR,SBP,Odisha,1989389,490748357,https://railway-stations-classification.pages.dev/
SBPY,SAMBALPUR CITY,NSG5,ECoR,SBP,Odisha,239456,99811231,https://railway-stations-classification.pages.dev/
SBR,SAMBHAR LAKE,NSG6,NWR,JU,Rajasthan,351464,9449618,https://railway-stations-classification.pages.dev/
SBRA,Sarbahara,NSG6,SECR,BSP,Chhattisgarh,3369,128499,https://railway-stations-classification.pages.dev/
SBRM,Sabroom,NSG6,NFR,LMG,Tripura,194808,4484000,https://railway-stations-classification.pages.dev/
SBT,Sabarmati Jn,NSG5,WR,AHMEDABAD,Gujarat,332477,63326640,https://railway-stations-classification.pages.dev/
SBTJ,"SHANIDEV DHAM
 BISHNATHGANJ",NSG6,NR,LKO,Uttar Pradesh,18001,513332,https://railway-stations-classification.pages.dev/
SBV,Simri Bakhtiarpur,NSG5,ECR,SPJ,Bihar,806669,66516252,https://railway-stations-classification.pages.dev/
SBW,Shewbabudih,NSG6,SER,ADRA,Jharkhand,18515,1199623,https://railway-stations-classification.pages.dev/
SBZ,Siswa Bazar,NSG5,NER,BSB,Uttar Pradesh,307847,42522009,https://railway-stations-classification.pages.dev/
SC,SECUNDERABAD,NSG1,SCR,SC,Telangana,27776937,12762967056,https://railway-stations-classification.pages.dev/
SCA,Salchapra,NSG6,NFR,LMG,Assam,10485,114305,https://railway-stations-classification.pages.dev/
SCE,Senchoa Jn,NSG6,NFR,LMG,Assam,28619,1016380,https://railway-stations-classification.pages.dev/
SCH,Sachin,NSG5,WR,MUMBAI,Gujarat,628863,18326704,https://railway-stations-classification.pages.dev/
SCI,SANCHI,NSG4,WCR,BPL,Madhya Pradesh,55360,4770517,https://railway-stations-classification.pages.dev/
SCKR,SALICHAUKA ROAD,NSG6,WCR,JBP,Madhya Pradesh,172102,9106033,https://railway-stations-classification.pages.dev/
SCL,Silchar,NSG3,NFR,LMG,Assam,1393951,373121241,https://railway-stations-classification.pages.dev/
SCM,SIMHACHALAM,NSG4,ECoR,WAT,Andhra Pradesh,1194160,113305681,https://railway-stations-classification.pages.dev/
SCO,SATUNA,NSG6,SCR,NED,Maharashtra,16754,751380,https://railway-stations-classification.pages.dev/
SCP,SIRNAPALLI,NSG6,SCR,HYB,Telangana,44038,1134025,https://railway-stations-classification.pages.dev/
SCPD,SUCHIPIND Jn,NSG6,NR,FZR,Punjab,8626,387501,https://railway-stations-classification.pages.dev/
SCQ,SHAM CHAURASI,NSG6,NR,FZR,Punjab,17079,354231,https://railway-stations-classification.pages.dev/
SCT,Sengottai,NSG5,SR,MDU,Tamil Nadu,584072,99258842,https://railway-stations-classification.pages.dev/
SD,Sidhauli,NSG5,NER,LJN,Uttar Pradesh,507386,16236497,https://railway-stations-classification.pages.dev/
SDAH,SEALDAH,NSG1P,ER,SDAH,West Bengal,51369230,4906987468,https://railway-stations-classification.pages.dev/
SDAM,Sundhiamau,NSG6,NER,LJN,Uttar Pradesh,5017,179940,https://railway-stations-classification.pages.dev/
SDB,SHAHABAD,NSG5,CR,SUR,Karnataka,568045,38429069,https://railway-stations-classification.pages.dev/
SDBH,Sindri Block Hut,NSG6,ECR,DHN,Jharkhand,11820,216410,https://railway-stations-classification.pages.dev/
SDD,Sindhavadar,NSG6,WR,RAJKOT,Gujarat,903,64820,https://railway-stations-classification.pages.dev/
SDDN,Sidhharh Nagar,NSG3,NER,LJN,Uttar Pradesh,778910,211026799,https://railway-stations-classification.pages.dev/
SDE,Sadisopur,NSG6,ECR,DNR,Bihar,277825,2114062,https://railway-stations-classification.pages.dev/
SDF,SUDSAR,NSG6,NWR,BKN,Rajasthan,192863,5341051,https://railway-stations-classification.pages.dev/
SDG,Sahdai Buzurg,NSG6,ECR,SEE,Bihar,123530,2749690,https://railway-stations-classification.pages.dev/
SDGH,SRI DUNGARGARAH,NSG5,NWR,BKN,Rajasthan,286307,94755789,https://railway-stations-classification.pages.dev/
SDGM,Sardargram,NSG6,WR,AHMEDABAD,Gujarat,66249,5337073,https://railway-stations-classification.pages.dev/
SDH,Saradhana,NSG6,NWR,AII,Rajasthan,2536,56000,https://railway-stations-classification.pages.dev/
SDI,SAGARDIGHI,NSG5,ER,HWH,West Bengal,300906,14262381,https://railway-stations-classification.pages.dev/
SDL,Shahdol,NSG4,SECR,BSP,Madhya Pradesh,1286941,198048952,https://railway-stations-classification.pages.dev/
SDLE,SWADINPUR,NSG6,ER,HWH,West Bengal,31171,779860,https://railway-stations-classification.pages.dev/
SDLK,SUNDLAK,NSG6,WCR,KOTA,Rajasthan,1894,74225,https://railway-stations-classification.pages.dev/
SDLP,SADULPUR JN,NSG4,NWR,BKN,Rajasthan,1586457,191331407,https://railway-stations-classification.pages.dev/
SDM,SURAREDDIPALEM,NSG6,SCR,BZA,Andhra Pradesh,15492,653030,https://railway-stations-classification.pages.dev/
SDMD,Sudamdih,NSG6,SER,ADRA,Jharkhand,90172,2309295,https://railway-stations-classification.pages.dev/
SDMK,SIDMUKH,NSG6,NWR,BKN,Rajasthan,88231,3480380,https://railway-stations-classification.pages.dev/
SDN,Sholavandan,NSG5,SR,MDU,Tamil Nadu,271476,13855074,https://railway-stations-classification.pages.dev/
SDNR,Seydunganallur,NSG6,SR,MDU,Tamil Nadu,56705,1320616,https://railway-stations-classification.pages.dev/
SDRA,SUDHRANA,NSG6,NWR,BKN,Haryana,130635,2235135,https://railway-stations-classification.pages.dev/
SDS,SADULSHAHAR,NSG5,,BKN,Rajasthan,661487,21548525,https://railway-stations-classification.pages.dev/
SDSL,Sandasal,NSG6,WR,VADODARA,Gujarat,0,0,https://railway-stations-classification.pages.dev/
SDT,Sadat,NSG5,NER,BSB,Uttar Pradesh,337661,15867434,https://railway-stations-classification.pages.dev/
SDUA,SADURA,NSG6,NR,FZR,Jammu And Kashmir,144558,2646846,https://railway-stations-classification.pages.dev/
SDV,SOMIDEVIPALLE,NSG6,SCR,GNT,Andhra Pradesh,16191,2850442,https://railway-stations-classification.pages.dev/
SDWR,Sidhwar^^,NSG6,ECR,DHN,Jharkhand,3,90,https://railway-stations-classification.pages.dev/
SDY,SADHOO GARH,NSG6,NR,UMB,Punjab,11910,281480,https://railway-stations-classification.pages.dev/
SEB,Son Nagar Jn,NSG6,ECR,DDU,Bihar,139826,6730677,https://railway-stations-classification.pages.dev/
SED,SHEDBAL,NSG6,SWR,UBL,Karnataka,21696,522120,https://railway-stations-classification.pages.dev/
SEE,Sonpur,NSG4,ECR,SEE,Bihar,913386,104555737,https://railway-stations-classification.pages.dev/
SEG,Shegaon,NSG3,CR,BSL,Maharashtra,2381422,365275701,https://railway-stations-classification.pages.dev/
SEGM,Sewagram,NSG4,CR,NGP,Maharashtra,326156,129711202,https://railway-stations-classification.pages.dev/
SEH,Sehore,NSG4,WR,RATLAM,Madhya Pradesh,1264845,145995938,https://railway-stations-classification.pages.dev/
SEI,SHENDRI,NSG6,CR,SUR,Maharashtra,17,1025,https://railway-stations-classification.pages.dev/
SEJ,Sarkhej,NSG5,WR,BHAVNAGAR,Gujarat,227594,15125743,https://railway-stations-classification.pages.dev/
SELU,SELU,NSG5,SCR,NED,Maharashtra,1149064,74396442,https://railway-stations-classification.pages.dev/
SEM,SEDAM,NSG4,SCR,SC,Karnataka,757437,125596105,https://railway-stations-classification.pages.dev/
SEO,SEOHARA,NSG5,NR,MB,Uttar Pradesh,235136,18814646,https://railway-stations-classification.pages.dev/
SEQ,SEKHA,NSG6,NR,UMB,Punjab,6344,286075,https://railway-stations-classification.pages.dev/
SER,Samayanallur,NSG6,SR,MDU,Tamil Nadu,7729,351160,https://railway-stations-classification.pages.dev/
SES,Semari,NSG6,NWR,AII,Rajasthan,108921,7391000,https://railway-stations-classification.pages.dev/
SET,SETTIHALLI,NSG6,SWR,SBC,Karnataka,79112,643815,https://railway-stations-classification.pages.dev/
SEU,Sendra,NSG6,NWR,AII,Rajasthan,38827,1489000,https://railway-stations-classification.pages.dev/
SEV,Sithalavai (FLAG),NSG6,SR,SA,Tamil Nadu,49763,883485,https://railway-stations-classification.pages.dev/
SEY,Seoni,NSG5,SECR,NGP,Madhya Pradesh,338159,40457755,https://railway-stations-classification.pages.dev/
SF,SETTIGUNTA,NSG6,SCR,GTL,Andhra Pradesh,5603,245065,https://railway-stations-classification.pages.dev/
SFC,SAINTALA,NSG6,ECoR,SBP,Odisha,97009,8299967,https://railway-stations-classification.pages.dev/
SFDE,SAFIDON,NSG6,NR,DLI,Haryana,75086,2274125,https://railway-stations-classification.pages.dev/
SFG,SUBEDAR GANJ,NSG3,NCR,PRYJ,Uttar Pradesh,499066,298575776,https://railway-stations-classification.pages.dev/
SFH,SAFEDABAD,NSG6,NR,LKO,Uttar Pradesh,1693,72052,https://railway-stations-classification.pages.dev/
SFK,SIKIR,NSG6,ECoR,SBP,Odisha,2617,126465,https://railway-stations-classification.pages.dev/
